"filename", "language", "Properties", "JSON", "JSON with Comments", "TypeScript", "YAML", "HTML", "Markdown", "XML", "Vue", "JavaScript", "SCSS", "comment", "blank", "total"
"e:\hc\外包\employee-Profiling\src\views\AccountManage\AccountManage.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -193, 0, 0, 0, -20, -213
"e:\hc\外包\employee-Profiling\src\views\Charts\Charts.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -77, 0, 0, 0, -4, -81
"e:\hc\外包\employee-Profiling\src\views\Charts\components\PostChart.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -156, 0, 0, 0, -12, -168
"e:\hc\外包\employee-Profiling\src\views\Charts\components\SmallChart.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -83, 0, 0, 0, -5, -88
"e:\hc\外包\employee-Profiling\src\views\Charts\components\TagChart.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -129, 0, 0, 0, -13, -142
"e:\hc\外包\employee-Profiling\src\views\EmployeePortrait\EmployeePortrait.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -190, 0, 0, 0, -13, -203
"e:\hc\外包\employee-Profiling\src\views\EmployeePortrait\components\EmployeeInfo.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -374, 0, 0, 0, -12, -386
"e:\hc\外包\employee-Profiling\src\views\ExamineApprove\ExamineApprove.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -104, 0, 0, 0, -8, -112
"e:\hc\外包\employee-Profiling\src\views\Information\Information.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -33, 0, 0, -1, -3, -37
"e:\hc\外包\employee-Profiling\src\views\Information\components\InforFunction.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -1339, 0, 0, -1, -39, -1379
"e:\hc\外包\employee-Profiling\src\views\Information\components\InforTable.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -64, 0, 0, 0, -8, -72
"e:\hc\外包\employee-Profiling\src\views\Login\Login.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -211, 0, 0, -1, -24, -236
"e:\hc\外包\employee-Profiling\src\views\Matching\Matching.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -78, 0, 0, -1, -6, -85
"e:\hc\外包\employee-Profiling\src\views\Matching\components\MatchingAnalyze.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -423, 0, 0, 0, -23, -446
"e:\hc\外包\employee-Profiling\src\views\Matching\components\MatchingPost.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -257, 0, 0, 0, -17, -274
"e:\hc\外包\employee-Profiling\src\views\ModelModification\ModelModification.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -196, 0, 0, 0, -6, -202
"e:\hc\外包\employee-Profiling\src\views\ModelModification\components\CreatedDialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -421, 0, 0, -1, -10, -432
"e:\hc\外包\employee-Profiling\src\views\ModelModification\components\DeleteDialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -68, 0, 0, 0, -7, -75
"e:\hc\外包\employee-Profiling\src\views\ModelModification\components\EditDialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -462, 0, 0, -1, -12, -475
"e:\hc\外包\employee-Profiling\src\views\NotAuth\NotAuth.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, 0, -3, -14
"e:\hc\外包\employee-Profiling\src\views\NotFound\NotFound.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, 0, -3, -14
"e:\hc\外包\employee-Profiling\src\views\NotServer\NotServer.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, 0, -3, -14
"e:\hc\外包\employee-Profiling\src\views\OverallPortrait\OverallPortrait.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -120, 0, 0, 0, -6, -126
"e:\hc\外包\employee-Profiling\src\views\OverallPortrait\components\OverallSelect.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -177, 0, 0, 0, -11, -188
"e:\hc\外包\employee-Profiling\src\views\Performance\Performance.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -33, 0, 0, -1, -3, -37
"e:\hc\外包\employee-Profiling\src\views\Performance\components\PerforFunction.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -558, 0, 0, 0, -30, -588
"e:\hc\外包\employee-Profiling\src\views\Performance\components\PerforTable.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -84, 0, 0, 0, -8, -92
"e:\hc\外包\employee-Profiling\src\views\PositionPortrait\PositionPortrait.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -157, 0, 0, 0, -8, -165
"e:\hc\外包\employee-Profiling\src\views\Register\Register.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -175, 0, 0, -1, -15, -191
"e:\hc\外包\employee-Profiling\src\views\TagManage\TagManage.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -208, 0, 0, 0, -15, -223
"e:\hc\外包\employee-Profiling\src\vite-env.d.ts", "TypeScript", 0, 0, 0, -9, 0, 0, 0, 0, 0, 0, 0, -1, -3, -13
"e:\hc\外包\employee-Profiling\tsconfig.json", "JSON with Comments", 0, 0, -25, 0, 0, 0, 0, 0, 0, 0, 0, -7, -4, -36
"e:\hc\外包\employee-Profiling\tsconfig.node.json", "JSON", 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -11
"e:\hc\外包\employee-Profiling\vite.config.ts", "TypeScript", 0, 0, 0, -48, 0, 0, 0, 0, 0, 0, 0, -8, -4, -60
"e:\vscode-workspace\me\employee-profiling\.env", "Properties", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\vscode-workspace\me\employee-profiling\.eslintrc-auto-import.json", "JSON", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 104
"e:\vscode-workspace\me\employee-profiling\.eslintrc.yml", "YAML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 32
"e:\vscode-workspace\me\employee-profiling\.github\FUNDING.yml", "YAML", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"e:\vscode-workspace\me\employee-profiling\.github\dependabot.yml", "YAML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"e:\vscode-workspace\me\employee-profiling\.github\workflow\test.yml", "YAML", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 12, 45
"e:\vscode-workspace\me\employee-profiling\.prettierrc.yaml", "YAML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"e:\vscode-workspace\me\employee-profiling\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 8, 21
"e:\vscode-workspace\me\employee-profiling\commitlint.config.cjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 4, 1, 11
"e:\vscode-workspace\me\employee-profiling\index.html", "HTML", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"e:\vscode-workspace\me\employee-profiling\package.json", "JSON", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 79
"e:\vscode-workspace\me\employee-profiling\pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 6556, 0, 0, 0, 0, 0, 0, 0, 982, 7538
"e:\vscode-workspace\me\employee-profiling\public\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 2214, 0, 0, 0, 0, 1, 2215
"e:\vscode-workspace\me\employee-profiling\src\App.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 4, 27
"e:\vscode-workspace\me\employee-profiling\src\api\api.ts", "TypeScript", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 85, 9, 290
"e:\vscode-workspace\me\employee-profiling\src\api\type.ts", "TypeScript", 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 14, 211
"e:\vscode-workspace\me\employee-profiling\src\assets\svg\NoResultYet.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"e:\vscode-workspace\me\employee-profiling\src\assets\svg\noResultTwo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"e:\vscode-workspace\me\employee-profiling\src\components\employeeTagCard\employeeTagCard.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 3, 41
"e:\vscode-workspace\me\employee-profiling\src\components\loading\loading.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 4, 73
"e:\vscode-workspace\me\employee-profiling\src\components\noResultYet\noResultYet.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 3, 35
"e:\vscode-workspace\me\employee-profiling\src\components\svgIcon\svgIcon.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 3, 38
"e:\vscode-workspace\me\employee-profiling\src\components\userInfos\userInfos.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 29, 12, 205
"e:\vscode-workspace\me\employee-profiling\src\composables\useCheckForm.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"e:\vscode-workspace\me\employee-profiling\src\composables\useEventListen.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 1, 17
"e:\vscode-workspace\me\employee-profiling\src\composables\useRefreshImage.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 2, 14
"e:\vscode-workspace\me\employee-profiling\src\composables\useRetForm.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"e:\vscode-workspace\me\employee-profiling\src\layouts\Home.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 1, 3, 43
"e:\vscode-workspace\me\employee-profiling\src\layouts\components\HomeAside.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 6, 13, 163
"e:\vscode-workspace\me\employee-profiling\src\layouts\components\HomeHeader.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 5, 99
"e:\vscode-workspace\me\employee-profiling\src\layouts\components\HomeMain.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 10
"e:\vscode-workspace\me\employee-profiling\src\main.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"e:\vscode-workspace\me\employee-profiling\src\router\index.ts", "TypeScript", 0, 0, 0, 401, 0, 0, 0, 0, 0, 0, 0, 12, 13, 426
"e:\vscode-workspace\me\employee-profiling\src\stores\Matching.ts", "TypeScript", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 4, 10, 83
"e:\vscode-workspace\me\employee-profiling\src\stores\approval.ts", "TypeScript", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 22, 9, 91
"e:\vscode-workspace\me\employee-profiling\src\stores\chart.ts", "TypeScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 7, 63
"e:\vscode-workspace\me\employee-profiling\src\stores\employee.ts", "TypeScript", 0, 0, 0, 482, 0, 0, 0, 0, 0, 0, 0, 4, 27, 513
"e:\vscode-workspace\me\employee-profiling\src\stores\loading.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 5, 15
"e:\vscode-workspace\me\employee-profiling\src\stores\model.ts", "TypeScript", 0, 0, 0, 372, 0, 0, 0, 0, 0, 0, 0, 31, 10, 413
"e:\vscode-workspace\me\employee-profiling\src\stores\performance.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 10, 8, 60
"e:\vscode-workspace\me\employee-profiling\src\stores\post.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 8, 58
"e:\vscode-workspace\me\employee-profiling\src\stores\tag.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"e:\vscode-workspace\me\employee-profiling\src\stores\users.ts", "TypeScript", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 9, 62
"e:\vscode-workspace\me\employee-profiling\src\styles\common.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 1, 5, 36
"e:\vscode-workspace\me\employee-profiling\src\styles\iconfont.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 14, 61
"e:\vscode-workspace\me\employee-profiling\src\styles\reset.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 11, 38, 250
"e:\vscode-workspace\me\employee-profiling\src\utils\http.ts", "TypeScript", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 2, 8, 98
"e:\vscode-workspace\me\employee-profiling\src\utils\iconfont.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"e:\vscode-workspace\me\employee-profiling\src\views\AccountManage\AccountManage.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 21, 215
"e:\vscode-workspace\me\employee-profiling\src\views\Charts\Charts.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 5, 79
"e:\vscode-workspace\me\employee-profiling\src\views\Charts\components\PostChart.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 12, 164
"e:\vscode-workspace\me\employee-profiling\src\views\Charts\components\SmallChart.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 4, 87
"e:\vscode-workspace\me\employee-profiling\src\views\Charts\components\TagChart.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 13, 139
"e:\vscode-workspace\me\employee-profiling\src\views\EmployeePortrait\EmployeePortrait.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 13, 200
"e:\vscode-workspace\me\employee-profiling\src\views\EmployeePortrait\components\EmployeeInfo.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 434, 0, 0, 83, 12, 529
"e:\vscode-workspace\me\employee-profiling\src\views\ExamineApprove\ExamineApprove.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 10, 110
"e:\vscode-workspace\me\employee-profiling\src\views\Information\Information.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
"e:\vscode-workspace\me\employee-profiling\src\views\Information\components\InforFunction.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 1333, 0, 0, 0, 40, 1373
"e:\vscode-workspace\me\employee-profiling\src\views\Information\components\InforTable.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 8, 68
"e:\vscode-workspace\me\employee-profiling\src\views\Login\Login.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 23, 194
"e:\vscode-workspace\me\employee-profiling\src\views\Matching\Matching.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 6, 82
"e:\vscode-workspace\me\employee-profiling\src\views\Matching\components\MatchingAnalyze.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 501, 0, 0, 20, 24, 545
"e:\vscode-workspace\me\employee-profiling\src\views\Matching\components\MatchingPost.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 251, 0, 0, 0, 18, 269
"e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\ModelModification.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 7, 198
"e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\components\DeleteDialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 6, 69
"e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\components\createdDialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 416, 0, 0, 0, 9, 425
"e:\vscode-workspace\me\employee-profiling\src\views\ModelModification\components\editDialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 455, 0, 0, 0, 12, 467
"e:\vscode-workspace\me\employee-profiling\src\views\NotAuth\NotAuth.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"e:\vscode-workspace\me\employee-profiling\src\views\NotFound\NotFound.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"e:\vscode-workspace\me\employee-profiling\src\views\NotServer\NotServer.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"e:\vscode-workspace\me\employee-profiling\src\views\OverallPortrait\OverallPortrait.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 6, 125
"e:\vscode-workspace\me\employee-profiling\src\views\OverallPortrait\components\OverallSelect.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 12, 178
"e:\vscode-workspace\me\employee-profiling\src\views\Performance\Performance.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 1, 3, 37
"e:\vscode-workspace\me\employee-profiling\src\views\Performance\components\PerforFunction.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 584, 0, 0, 0, 32, 616
"e:\vscode-workspace\me\employee-profiling\src\views\Performance\components\PerforTable.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 8, 92
"e:\vscode-workspace\me\employee-profiling\src\views\PositionPortrait\PositionPortrait.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 7, 168
"e:\vscode-workspace\me\employee-profiling\src\views\Register\Register.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 15, 175
"e:\vscode-workspace\me\employee-profiling\src\views\TagManage\TagManage.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 15, 219
"e:\vscode-workspace\me\employee-profiling\tsconfig.json", "JSON with Comments", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 36
"e:\vscode-workspace\me\employee-profiling\tsconfig.node.json", "JSON", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"e:\vscode-workspace\me\employee-profiling\types\auto-imports.d.ts", "TypeScript", 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 8, 1, 285
"e:\vscode-workspace\me\employee-profiling\types\components.d.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 5, 2, 23
"e:\vscode-workspace\me\employee-profiling\types\shims.d.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"e:\vscode-workspace\me\employee-profiling\types\vite-env.d.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"e:\vscode-workspace\me\employee-profiling\vite.config.ts", "TypeScript", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 8, 7, 88
"Total", "-", 0, 99, 2, 385, 959, 0, 0, 0, 37, 0, 0, 115, 152, 1749
